Model,Price,Rating,Generation,Core,Ram_GB,SSD_GB,Display_Inches,Graphics,OS,Warranty
HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),30990.0,,intel pentium silver   n6000,"quad core, 4 threads",8,512.0,15.6,intel integrated uhd graphics,windows 11  os,1 year warranty
HP ZBook Studio G9 Workstation WQUXGA Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),246815.0,,12th gen intel core i7 12700h,"14 cores (6p + 8e), 20 threads",16,1.0,16.0,6 gb nvidia geforce rtx 3060,windows 11 os,1 year warranty
LG UltraPC 16 ‎16U70R-G.AH56A2 Laptop (AMD Ryzen5-7530U/ 16GB/ 512GB SSD/ Win11),78299.0,69.0,7th gen amd ryzen 5 7530u,"hexa core, 12 threads",16,512.0,16.0,amd radeon 7 graphics,windows 11 os,1 year warranty
LG Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),117899.0,66.0,13th gen intel core i7 1360p,"12 cores (4p + 8e), 16 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
HP ZBook Studio G9 Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),278103.0,,12th gen intel core i7 12700h,"14 cores (6p + 8e), 20 threads",16,1.0,16.0,8 gb nvidia geforce rtx 3070 ti,windows 11 os,1 year warranty
Lenovo IdeaPad 1 82V6005CIN Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),22490.0,,intel celeron  n4020,"dual core, 2 threads",4,256.0,11.6,intel uhd graphics 600,windows 11 os,1 year warranty
Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69990.0,64.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),99990.0,71.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,512.0,16.0,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),89990.0,66.0,6th gen amd ryzen 7  7735hs,"octa core, 16 threads",16,512.0,14.0,6 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
LG gram360 16 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),152499.0,73.0,13th gen intel core i7 1360p,"12 cores (4p + 8e), 16 threads",16,1.0,16.0,intel iris xe graphics,windows 11 os,1 year warranty
Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),61990.0,56.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",8,1.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
HP 255 G8 6E3Z0PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Dos),23940.0,,3rd gen amd ryzen 3  3250u,"dual core, 4 threads",8,512.0,15.6,amd radeon graphics,dos os,1 year warranty
Asus Vivobook 15 2023 X1504VA-NJ544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),58990.0,60.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,integrated intel iris xe graphics,windows 11 os,1 year warranty
Dell Vostro 5630 IN5630P8YRR001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),78980.0,62.0,13th gen intel core i5 1340p,"12 cores (4p + 8e), 16 threads",16,512.0,16.0,intel iris xe,windows 11  os,1 year warranty
Dell Inspiron 2023 14 5430 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),70790.0,59.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,1.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Dell Inspiron 5430 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),86730.0,62.0,13th gen intel core i7 1360p,"12 cores (4p + 8e), 16 threads",16,1.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Infinix Zerobook 13 ZL513 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home),66990.0,59.0,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",32,1.0,15.6,intel integrated iris xe,windows 11 os,1 year warranty
Lenovo S14 Gen 3 82TW001CIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47450.0,56.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,14.0,intel uhd graphics,windows 11 os,2 year warranty
MSI Katana GF66 12UCOK 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),69990.0,62.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,2 year warranty
Lenovo ThinkPad E14 21JRS00Y00 Laptop (AMD Ryzen 3 7330U/ 8GB/ 512GB SSD/ Win11 Home),42990.0,56.0,7th gen amd ryzen 3 7330u,"quad core, 8 threads",8,512.0,14.0,amd radeon graphics,windows 11 os,1 year warranty
Lenovo IdeaPad Gaming 3 82K101LHIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),52000.0,65.0,11th gen intel core i5 11320h,"quad core, 8 threads",16,512.0,15.6,4 gb nvidia gtx 1650,windows 11 os,1 year warranty
MSI Thin GF63 11SC-1477IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),41990.0,62.0,11th gen intel core i5 11260h,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce gtx 1650,windows 11 os,2 year warranty
Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),31800.0,56.0,7th gen amd ryzen 3 7330u,"quad core, 8 threads",8,512.0,15.6,amd radeon amd,dos os,1 year warranty
Lenovo ThinkPad T14 Gen 2 20W0S16Q00 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 2GB Graph),96999.0,64.0,11th gen intel core i7 1165g7,"quad core, 8 threads",16,512.0,14.0,2 gb nvidia geforce mx450,windows 11 os,1 year warranty
Lenovo IdeaPad Gaming 3 15ACH6 82K2022YIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63990.0,62.0,5th gen amd ryzen 5 5600h,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Lenovo ThinkPad E14 21JRS00T00 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),69345.0,60.0,7th gen amd ryzen 5 7530u,"hexa core, 12 threads",8,512.0,14.0,amd radeon graphics,windows 11 os,1 year warranty
Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),58990.0,60.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,integrated intel iris xe graphics,windows 11 os,1 year warranty
Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),26490.0,,4th gen intel celeron n4020,"dual core, 2 threads",8,256.0,14.0,intel integrated uhd,windows 11 os,1 year warranty
Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),64990.0,57.0,13th gen ‎intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,integrated intel iris xe graphics,windows 11 os,1 year warranty
HP Envy x360 15-fh0015AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),78490.0,62.0,7th gen amd ryzen 5 7530u,"hexa core, 12 threads",16,512.0,15.6,amd radeon amd,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),43990.0,53.0,13th gen intel core i3 1305u,"5 cores (1p + 4e), 6 threads",8,512.0,15.6,integrated intel uhd graphics,windows 11 os,1 year warranty
HP Envy x360 15-fe0027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),88490.0,62.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel integrated iris xe,windows 11 os,1 year warranty
HP Envy x360 15-fe0028TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),95990.0,62.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel integrated iris xe,windows 11 os,1 year warranty
HP Envy x360 15-fh0016AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),86490.0,63.0,7th gen amd ryzen 5 7530u,"hexa core, 12 threads",16,512.0,15.6,amd radeon amd,windows 11 os,1 year warranty
HP Envy x360 15-fh0019AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),85600.0,66.0,7th gen amd ryzen 7 7730u,"octa core, 16 threads",16,512.0,15.6,amd radeon amd,windows 11 os,1 year warranty
Acer Aspire Lite AL15-51 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),30990.0,54.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,256.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
HP 14-em0027AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),48990.0,56.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",16,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),48990.0,56.0,12th gen intel core i5 12500h,"12 cores (4p + 8e), 16 threads",8,512.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
HP Envy x360 15-ew0041TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),82990.0,68.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
Dell Inspiron 7430 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11),58490.0,52.0,13th gen intel core i3 1315u,"hexa core (2p + 4e), 8 threads",8,1.0,14.0,intel uhd graphics,windows 11 os,1 year warranty
HP 14-em0025AU Laptop (AMD Ryzen  3 7320U/ 8GB/ 512GB SSD/ Win11 Home),36990.0,53.0,7th gen amd ryzen 3 7320u,"quad core, 8 threads",8,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
HP Pavilion Plus ‎14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),98990.0,66.0,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",16,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Asus Vivobook 14X K3405ZFB-KM541WS Laptop (12th Gen Core i5 /16GB/512GB SSD/Win11),67990.0,66.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,14.0,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),53990.0,62.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,iris xe graphics,windows 11 os,1 year warranty
Lenovo Thinkpad E15 21E6S05B00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),65750.0,63.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),51290.0,61.0,7th gen amd ryzen 5 7530u,"hexa core, 12 threads",16,512.0,14.0,amd radeon graphics,windows 11 os,1 year warranty
Lenovo IdeaPad Gaming 3 82K2025LIN Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),72990.0,64.0,5th gen amd ryzen 5  5600h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce gtx 1650,windows 11 os,1 year warranty
Acer Aspire Lite AL15-51 UN.431SI.252 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),32390.0,55.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
MSI Stealth 15 A13VF-074IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),171990.0,74.0,13th gen intel core i7 13620h,"10 cores (6p + 4e), 16 threads",16,1.0,15.6,8 gb nvidia geforce rtx 4060,windows 11 os,2 year warranty
Infinix Zerobook 13 ZL513 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),59990.0,54.0,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",16,512.0,15.6,intel integrated iris xe,windows 11 os,1 year warranty
HP Envy 15-fe0032TU Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),117000.0,65.0,13th gen intel core i7 1355u,"10 cores (2p + 8e), 12 threads",16,1.0,15.6,intel iris x graphics,windows 11 os,1 year warranty
Dell Inspiron 3535 Laptop (AMD Ryzen R5-7520U/ 8GB/ 512GB SSD/ Win11),44890.0,51.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",8,512.0,15.6,amd radeon graphics,windows 11 os,1 year warranty
HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),45490.0,50.0,13th gen intel core i3 1315u,"hexa core (2p + 4e), 8 threads",8,512.0,14.0,intel uhd graphics,windows 11 os,1 year warranty
HP 15s-ey2001AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),55490.0,57.0,5th gen amd ryzen 7   5700u,"octa core, 16 threads",16,512.0,15.6,amd radeon radeon,windows 11 os,1 year warranty
HP 14-hr0001AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),44437.0,54.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",8,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
Lenovo Ideapad Flex 5i 14IAU7 82R70067IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),58400.0,60.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,14.0,intel integrated uhd,windows 11 os,1 year warranty
HP Envy 15-fe0030TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),109990.0,64.0,13th gen intel core i7 1355u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel iris x graphics,windows 11 os,1 year warranty
‎HP Zbook Power G4-A 2023 ZHAN 99 Laptop (AMD Ryzen 5 6600H/ 16GB/ 1TB 512GB SSD/ Win11/ 4GB Graph),115558.0,68.0,6th gen amd ryzen 5 6600h,"hexa core, 12 threads",16,1.0,4.0,512 gb ssd,"15.6 inches, 1920 x 1080 pixels",windows 11 os
‎HP Zbook Power G4-A ZHAN 99 2023 Laptop (AMD Ryzen 5 6600H/ 32GB/ 1TB SSD/ Win11/ 4GB Graph),137134.0,70.0,6th gen amd ryzen 5 6600h,"hexa core, 12 threads",32,1.0,15.6,4 gb ‎nvidia quadro t600,windows 11 os,1 year warranty
HP 14-hr0000AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),47990.0,56.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",16,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
Chuwi CoreBook X Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),24990.0,,10th gen intel core i3 1005g1,"dual core, 4 threads",8,512.0,14.0,intel uhd graphics,windows 11 os,1 year warranty
Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop (AMD Ryzen 9 7940HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),145999.0,79.0,7th gen amd ryzen 9 7940hs,"octa core, 16 threads",16,1.0,14.0,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Asus TUF Gaming F15 FX506HF-HN026W Gaming Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),52990.0,65.0,11th gen intel core i5 11400h,"hexa core, 12 threads",8,1.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Dell Inspiron 5430 2023 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),84899.0,53.0,13th gen intel core i7 1355u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS),46400.0,59.0,7th gen amd ryzen 7 7730u,"octa core, 16 threads",8,512.0,15.6,amd radeon amd,dos os,1 year warranty
Ninkear A16 Gaming Laptop (AMD Ryzen 7 7735HS/ 32 GB RAM/ 2 TB SSD/ Win 11),79999.0,73.0,7th gen amd ryzen 7 7735hs,"octa core, 16 threads",32,2.0,16.0,amd radeon 680m,windows 11 os,1 year warranty
Lenovo IdeaPad Gaming 3 82K2022VIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63590.0,63.0,5th gen amd ryzen 5  5600h,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce gtx 1650,windows 11 os,1 year warranty
Lenovo IdeaPad Gaming 3 15IHU6 82K101M5IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54990.0,64.0,11th gen intel core i5 11320h,"quad core, 8 threads",16,512.0,15.6,4 gb nvidia geforce gtx 1650,windows 11 os,1 year warranty
HP 14-em0026AU Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),43400.0,54.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",8,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
MSI GF75 Thin 10SCXR-007IN Laptop (10th Gen Core i7/ 8GB/ 512GB SSD/ Win10/ 4GB Graph),83500.0,64.0,10th gen intel core i7 10750h,"hexa core, 12 threads",8,512.0,17.3,4 gb nvidia geforce gtx 1650,windows 10  os,1 year warranty
MSI Cyborg 15 A12VF-049IN Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),109990.0,73.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,512.0,15.6,8 gb nvidia geforce rtx 4060,windows 11 os,2 year warranty
Dell Vostro 5620 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),46899.0,55.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,16.0,intel uhd,windows 11  os,1 year warranty
Lenovo ‎ThinkPad E14 Gen 4 21E3S06Q00 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ DOS),47999.0,53.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,14.0,intel uhd,dos os,1 year warranty
Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),72990.0,71.0,12th gen intel core i5 12500h,"12 cores (4p + 8e), 16 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 3 82XQ008EIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),32590.0,53.0,7th gen amd ryzen 3 7320u,"quad core, 8 threads",8,512.0,15.6,amd radeon 610m graphics,windows 11 os,1 year warranty
Acer Aspire 3 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),31899.0,,intel core i3 n305,"octa core, 8 threads",8,256.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Dell Inspiron 16 5635 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11),55990.0,59.0,7th gen amd ryzen 5 7530u,"hexa core, 12 threads",8,512.0,16.0,amd radeon graphics,windows 11 os,1 year warranty
Razer Blade 14 2023 Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),199990.0,,7th gen amd ryzen 9 7940hs,"octa core, 16 threads",32,1.0,14.0,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
MSI Thin GF63 11UCX-1476IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51490.0,66.0,11th gen intel core i5 11260h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,2 year warranty
Acer Nitro 5 AN515-58 NH.QLZSI.001 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),89990.0,68.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,512.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Asus Vivobook 16X 2023 K3605ZF-MBN524WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),57990.0,65.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",8,512.0,16.0,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Acer Aspire 5 A514-56M 2023 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),53990.0,,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",8,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
MSI Bravo 15 C7VFK-087IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),99990.0,74.0,7th gen amd ryzen 7  7735hs,"octa core, 16 threads",16,1.0,15.6,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
MSI Bravo 15 C7UDXK-092IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),95000.0,66.0,7th gen amd ryzen 7 7735hs,"octa core, 16 threads",16,512.0,15.6,6 gb nvidia geforce rtx 3050,windows 11 os,2 year warranty
MSI Bravo 15 C7UCXK-095IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),53990.0,61.0,7th gen amd ryzen 5 7535hs,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,2 year warranty
MSI Bravo 15 C7UDXK-093IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16 GB RAM/ 512 GB SSD/ Win 11/ 6 GB Graphics),74990.0,65.0,7th gen amd ryzen 5 7535hs,"hexa core, 12 threads",16,512.0,15.6,6 gb nvidia geforce rtx 3050,windows 11 os,2 year warranty
MSI Bravo 17 C7VFK-034IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/8GB Graph),107990.0,74.0,7th gen amd ryzen 7 7735hs,"octa core, 16 threads",16,1.0,17.3,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 / 4GB Graph),70990.0,68.0,12th gen intel core i5 12500h,"12 cores (4p + 8e), 16 threads",8,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
MSI Bravo 17 C7VEK-035IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),94990.0,72.0,7th gen amd ryzen 7 7735hs,"octa core, 16 threads",16,1.0,17.3,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),52990.0,62.0,12th gen intel core i5 12500h,"12 cores (4p + 8e), 16 threads",16,512.0,15.6,intel iris xe,windows 11 os,1 year warranty
MSI Thin GF63 11UCX-1471IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),48990.0,62.0,11th gen intel core i5 11260h,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,2 year warranty
MSI Bravo 15 C7VEK-088IN Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),92990.0,72.0,7th gen amd ryzen 7  7735hs,"octa core, 16 threads",16,1.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Asus Vivobook 15 X1504ZA-NJ521WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47890.0,54.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,integrated intel iris xe graphics,windows 11 os,1 year warranty
MSI Bravo 15 C7VEK-089IN Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),77990.0,70.0,7th gen amd ryzen 5 7535hs,"hexa core, 12 threads",16,512.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
HP 255 G9 7M654PA Laptop (12th Gen Core i3/ 8GB/ 512 GB SSD/ Win11),38900.0,57.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,amd radeon graphics,windows 11 os,1 year warranty
HP Pavilion 15-eg3079TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro),69990.0,62.0,13th gen intel core i5 1340p,"12 cores (4p + 8e), 16 threads",16,512.0,15.6,intel integrated intel iris xe graphics,windows 11 os,1 year warranty
Dell Inspiron 5620 ICC-C783531WIN8 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),69190.0,69.0,12th gen intel core i5 1240p,"12 cores (4p + 8e), 16 threads",16,512.0,16.0,2 gb nvidia geforce mx570,windows 11 os,1 year warranty
Lenovo ThinkPad T14 2022 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),94990.0,69.0,12th gen intel core i7 1260p,"12 cores (4p + 8e), 16 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
MSI Modern 14 C12M-670IN Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home) Price,60990.0,57.0,12th gen intel core i7 1255u,"10 cores (2p + 8e), 12 threads",8,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Dell XPS 17 9730 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),355490.0,,13th gen intel core i9 13900h,"14 cores (6p + 8e), 20 threads",32,1.0,17.0,8 gb nvidia geforce rtx 4070,windows 11 os,1 year warranty
